,scr_svd_entropy,scl_mean,scl_svd_entropy,scr_std,scr_lineintegral,scl_entropy,scl_max,scl_std,scr_sum,scr_mean,scr_entropy,scr_n_sign_changes,scl_ptp,scl_skewness,scl_kurtosis,scl_n_sign_changes,scr_rms,scl_min,scr_skewness,scr_perm_entropy,scr_kurtosis,scl_rms,scl_perm_entropy,scl_n_below_mean,scl_n_above_mean,scr_n_below_mean,scr_n_above_mean,scl_iqr_5_95,scr_peaks,scl_pct_95,scr_energy,scr_iqr_5_95,scl_peaks,scl_lineintegral,scr_pct_95,scr_pct_5,scr_min,scl_iqr,scr_iqr,scl_energy,scl_pct_5,scl_sum,scr_max,scr_ptp
0,0.07830487033523087 +/- 0.004838192892413191,-0.01850094876660342 +/- 0.002608868560865314,0.1275458570524984 +/- 0.00490970802379263,0.06337760910815939 +/- 0.0038087461650409982,0.04288425047438328 +/- 0.0035222405546681524,0.01622390891840606 +/- 0.0036115495845681794,-0.018469323213156252 +/- 0.003293312092838642,0.020398481973434524 +/- 0.0029910819142696123,0.026881720430107513 +/- 0.003490292134426668,0.026881720430107513 +/- 0.003490292134426668,0.0009803921568627306 +/- 0.0019518373338658327,-0.0037950664136622405 +/- 0.002020078358339192,0.021157495256166958 +/- 0.003189166974308456,0.0011068943706514789 +/- 0.0019508122091450109,0.00034788108791902197 +/- 0.0028827867275703933,-0.0007590132827324459 +/- 0.0004733279426659015,0.01293485135989878 +/- 0.003963806123522888,-0.01650853889943075 +/- 0.0018964787287242297,-0.0020872865275142426 +/- 0.0008626300883608855,-0.0028146742567995097 +/- 0.001920845621639504,0.0 +/- 0.0,0.02106261859582541 +/- 0.0016261809148871015,-0.0054395951929158805 +/- 0.00194336388307872,0.00034788108791902197 +/- 0.0005736355834034615,0.00034788108791902197 +/- 0.0005736355834034615,6.325110689434644e-05 +/- 0.000464798812672318,6.325110689434644e-05 +/- 0.000464798812672318,0.003099304237824152 +/- 0.00238264493381877,0.0006008855154965187 +/- 0.00107200830213019,0.020461733080328882 +/- 0.0015104306054724323,0.00034788108791902197 +/- 0.0006237534131345907,0.0010436432637571103 +/- 0.0010493776105652663,0.0 +/- 0.0,0.004522454142947463 +/- 0.0027096659030223817,0.0008855154965211831 +/- 0.0008100093911996119,3.162555344716766e-05 +/- 0.00017030881742992107,0.0 +/- 0.0,0.0009803921568627416 +/- 0.0006550384306517487,0.0014864010120177018 +/- 0.001158117231094291,0.0012017710309930375 +/- 0.0005060088551549533,0.02169512966476913 +/- 0.0017845333307610206,0.004648956356736222 +/- 0.0009905414145076408,0.0006957621758380661 +/- 0.0022083605629469923,0.0005376344086021501 +/- 0.0019497865454520414
