,hrv_max,hrv_rms,hrv_energy,hrv_mean,hrv_peaks,hrv_kurtosis,hrv_iqr,hrv_perm_entropy,hrv_n_sign_changes,hrv_svd_entropy,hrv_std,hrv_n_below_mean,hrv_entropy,hrv_ptp,hrv_min,hrv_pct_5,hrv_skewness,hrv_iqr_5_95,hrv_lineintegral,hrv_n_above_mean,hrv_sum,hrv_pct_95
0,0.007718120805369067 +/- 0.0034352976891462326,0.007583892617449617 +/- 0.0026346022048846346,0.007046979865771752 +/- 0.002007822188141143,0.005536912751677792 +/- 0.0021395084737308805,0.004328859060402601 +/- 0.0015843049173305823,0.0024832214765100114 +/- 0.002316165627749982,0.0008724832214764388 +/- 0.0015096942119734143,0.0006711409395972479 +/- 0.0021591554284758918,0.0 +/- 0.0,-0.0008053691275168307 +/- 0.0022269342312801386,-0.003020134228187976 +/- 0.0021643644961875084,-0.003993288590604082 +/- 0.003010611384880101,-0.004228187919463134 +/- 0.0011740171600359657,-0.005503355704698032 +/- 0.0037010243433455528,-0.005906040268456436 +/- 0.003376445967276576,-0.006241610738255088 +/- 0.0034685716938047083,-0.0067114093959732 +/- 0.0033456224377488636,-0.007114093959731593 +/- 0.0030081791719483047,-0.007147651006711464 +/- 0.005250471589922221,-0.007248322147651054 +/- 0.0026727929868107176,-0.007382550335570526 +/- 0.002620889152988807,-0.007416107382550397 +/- 0.003120805369127518
