,hrv_lineintegral,hrv_pct_5,hrv_max,hrv_min,hrv_svd_entropy,hrv_ptp,hrv_iqr,hrv_entropy,hrv_pct_95,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_peaks,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_kurtosis,hrv_std,hrv_n_sign_changes,hrv_perm_entropy,hrv_mean,hrv_rms
0,0.08845637583892615 +/- 0.006103693848815084,0.07536912751677852 +/- 0.0034392289866627926,0.061308724832214744 +/- 0.006094185165685095,0.05607382550335568 +/- 0.009649562110101957,0.05359060402684561 +/- 0.004164455218433664,0.04798657718120806 +/- 0.0033523473137562878,0.03657718120805368 +/- 0.002913864878670146,0.021140939597315434 +/- 0.002148699408534507,0.020134228187919444 +/- 0.0026887551173167892,0.013691275167785222 +/- 0.0015509020145357472,0.008993288590604009 +/- 0.0018970864463224949,0.006711409395973122 +/- 0.0029446189219436794,0.006040268456375808 +/- 0.001671127462817274,0.004932885906040252 +/- 0.0017759890768321229,0.00463087248322146 +/- 0.002523704117713182,0.0037919463087248027 +/- 0.005042609309946911,0.0019463087248321798 +/- 0.00294385398650488,0.0009395973154362136 +/- 0.0011210263817778658,0.0 +/- 0.0,-0.002583892617449701 +/- 0.0031048883259464258,-0.002718120805369162 +/- 0.0010868546805839793,-0.013288590604026863 +/- 0.001487148980279226
