,hrv_sum,hrv_mean,hrv_max,hrv_min,hrv_energy,hrv_n_below_mean,hrv_ptp,hrv_lineintegral,hrv_iqr,hrv_n_above_mean,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_perm_entropy,hrv_std,hrv_peaks,hrv_rms,hrv_pct_5,hrv_pct_95
0,0.37970262793914245 +/- 0.009960006898609352,0.37970262793914245 +/- 0.009960006898609352,0.3166666666666666 +/- 0.009461783994099443,0.2248271092669433 +/- 0.00858736279694764,0.2079875518672199 +/- 0.009326169094951198,0.17261410788381742 +/- 0.004005098820351424,0.08668741355463348 +/- 0.005981219815609534,0.2883125864453665 +/- 0.008142841510116202,0.19847856154910096 +/- 0.006562564208842252,0.198582295988935 +/- 0.005884485380089574,0.002385892116182564 +/- 0.003008298755186711,0.0 +/- 0.0,0.0010027662517289038 +/- 0.001587961618700552,0.06044260027662518 +/- 0.004046677410325793,0.1339211618257261 +/- 0.00694332283583478,0.0017289073305670755 +/- 0.0005128767971712059,-0.004702627939142445 +/- 0.001277052926183909,-0.013312586445366537 +/- 0.003854339005810532,-0.016217150760719234 +/- 0.004024902206818111,0.11701244813278007 +/- 0.010709405219258832,0.09889349930843706 +/- 0.010056238198636715,0.03450899031811894 +/- 0.009911088508079468
