,hrv_lineintegral,hrv_pct_5,hrv_max,hrv_min,hrv_svd_entropy,hrv_ptp,hrv_iqr,hrv_entropy,hrv_pct_95,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_peaks,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_kurtosis,hrv_std,hrv_n_sign_changes,hrv_perm_entropy,hrv_mean,hrv_rms
0,0.07037766830870273 +/- 0.004062305778748745,0.037635467980295524 +/- 0.0020201716255145784,9.852216748761356e-05 +/- 0.004192951382273336,-0.005353037766830904 +/- 0.004287066707447703,-0.032216748768472955 +/- 0.004523086791375947,-0.017668308702791513 +/- 0.0028847541879799803,-0.005221674876847315 +/- 0.005558625773115742,-0.0027914614121511082 +/- 0.0022188763128550178,-0.0023973727422003767 +/- 0.005303649588984937,-0.0025287356321839647 +/- 0.0013937008324415815,-0.004597701149425338 +/- 0.0014539207632957953,0.0033169129720853176 +/- 0.002673847982835458,3.284072249585268e-05 +/- 0.0012327306652954626,-0.003415435139573109 +/- 0.001402571855767646,0.00154351395730703 +/- 0.0007202532742023512,0.0036453201970443106 +/- 0.002890916404161814,-0.008571428571428608 +/- 0.0017218688642257221,0.0019376026272577619 +/- 0.0023473651597383832,0.0 +/- 0.0,0.004334975369458071 +/- 0.0032570315318797803,0.025878489326765147 +/- 0.003051891009652261,-0.0027914614121511082 +/- 0.0018879845453930774
