,hrv_max,hrv_rms,hrv_energy,hrv_mean,hrv_peaks,hrv_kurtosis,hrv_iqr,hrv_perm_entropy,hrv_n_sign_changes,hrv_svd_entropy,hrv_std,hrv_n_below_mean,hrv_entropy,hrv_ptp,hrv_min,hrv_pct_5,hrv_skewness,hrv_iqr_5_95,hrv_lineintegral,hrv_n_above_mean,hrv_sum,hrv_pct_95
0,0.004623115577889425 +/- 0.004044593171936109,0.005192629815745342 +/- 0.0028867148977578133,-0.004690117252931359 +/- 0.002834733105702668,0.00023450586264650575 +/- 0.001564528566678129,-0.0031155778894472854 +/- 0.0019071953537675324,0.00023450586264651686 +/- 0.0014985775039427101,0.002847571189279685 +/- 0.0029022245588694747,-0.0071021775544388936 +/- 0.0020421776420942316,0.0 +/- 0.0,0.010619765494137323 +/- 0.0035233262598910768,-0.0008040201005025671 +/- 0.003030668777996282,-0.0010050251256281783 +/- 0.0020813701262323756,-0.007537688442211077 +/- 0.003147117961148396,-0.001474036850921312 +/- 0.0031002305665016666,0.003986599664991574 +/- 0.00240390394652063,0.004321608040200986 +/- 0.0024547222916880907,-0.004489112227805725 +/- 0.0022731250189195825,0.002278056951423746 +/- 0.0034711782504492335,0.008576214405360095 +/- 0.006898570031802282,-0.0026800670016750793 +/- 0.0019648748138847744,0.007336683417085399 +/- 0.0014713695983918098,-0.013366834170854314 +/- 0.0022495506819698065
