,hrv_sum,hrv_mean,hrv_max,hrv_min,hrv_energy,hrv_n_below_mean,hrv_ptp,hrv_lineintegral,hrv_iqr,hrv_n_above_mean,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_perm_entropy,hrv_std,hrv_peaks,hrv_rms,hrv_pct_5,hrv_pct_95
0,-0.2089447236180905 +/- 0.007122454540832699,-0.2089447236180905 +/- 0.007122454540832699,-0.1585929648241206 +/- 0.005482686109341043,-0.13390284757118928 +/- 0.005366516300810118,0.0005025125628140448 +/- 0.0007963058173537507,-0.054874371859296514 +/- 0.008219387986627703,-0.07038525963149081 +/- 0.006296820842524818,-0.0660636515912898 +/- 0.004124278297222751,-0.04824120603015078 +/- 0.0067001675041876065,-0.034405360134003374 +/- 0.004290331290894094,0.002914572864321574 +/- 0.0019822193892779843,0.0 +/- 0.0,0.0004355108877721614 +/- 0.0012449517035887415,-0.02479061976549416 +/- 0.005691199738849426,-0.006834170854271388 +/- 0.002462710344990171,-0.0015745393634841176 +/- 0.0006539102611706228,-0.011055276381909585 +/- 0.0012624082868620946,-0.011959798994974907 +/- 0.002746455788148681,-0.012596314907872724 +/- 0.0024259788261616925,0.08887772194304858 +/- 0.005951563095777953,0.07812395309882744 +/- 0.008032939210854786,0.05839195979899494 +/- 0.007629149193028868
