,hrv_sum,hrv_mean,hrv_max,hrv_min,hrv_energy,hrv_n_below_mean,hrv_ptp,hrv_lineintegral,hrv_iqr,hrv_n_above_mean,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_perm_entropy,hrv_std,hrv_peaks,hrv_rms,hrv_pct_5,hrv_pct_95
0,0.33858509911141493 +/- 0.006604176178477618,0.33858509911141493 +/- 0.006604176178477618,0.3042378673957622 +/- 0.007717803810328501,0.22306903622693103 +/- 0.0032062079652414683,0.014764183185235879 +/- 0.00502473710170584,0.19121667805878334 +/- 0.009676495002681435,0.2037593984962406 +/- 0.01042216183563431,0.31910457963089545 +/- 0.00944659289652423,0.134313055365687 +/- 0.0069890426777902415,0.16537935748462068 +/- 0.009019513664949443,0.0015379357484620938 +/- 0.0022267144400904874,0.0 +/- 0.0,-0.004511278195488666 +/- 0.0016588736978142844,0.0820232399179768 +/- 0.003106101918660788,0.014285714285714313 +/- 0.004888054457629829,-0.00358851674641143 +/- 0.002168246332954457,0.0012303485987696706 +/- 0.0017573424650967012,0.023342447026657588 +/- 0.004760337406574699,0.017805878332194148 +/- 0.0028076656730746372,0.1535543403964457 +/- 0.007137949760921995,0.1350991114149009 +/- 0.0074549109626817255,0.08656869446343134 +/- 0.007684816568697785
