,hrv_lineintegral,hrv_pct_5,hrv_max,hrv_min,hrv_svd_entropy,hrv_ptp,hrv_iqr,hrv_entropy,hrv_pct_95,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_peaks,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_kurtosis,hrv_std,hrv_n_sign_changes,hrv_perm_entropy,hrv_mean,hrv_rms
0,0.09695830485304166 +/- 0.009088660368711044,0.016609706083390276 +/- 0.0030036326100778836,0.01657552973342443 +/- 0.0032142125822423847,0.006698564593301403 +/- 0.004636409537146032,0.036773752563226236 +/- 0.0025123685508529076,0.006185919343814061 +/- 0.0019659572137074115,0.08318523581681474 +/- 0.0032465733662441192,0.0023239917976759727 +/- 0.0021765800858633737,0.006322624743677363 +/- 0.00501181927045396,0.05912508544087488 +/- 0.001878145135206282,0.0002734107997265367 +/- 0.0007456399258124174,0.010936431989063532 +/- 0.0016030129049293947,0.001503759398496196 +/- 0.0018032680735848012,0.003554340396445621 +/- 0.0008537249485165359,-0.0017429938482570351 +/- 0.0013098952766053859,-0.0009227614490772695 +/- 0.0019336083608770332,-0.006561859193438158 +/- 0.0017142769930259052,-0.0003075871496924343 +/- 0.0015843235798358552,0.0 +/- 0.0,0.011654135338345839 +/- 0.0029138219640524586,0.004921394395078571 +/- 0.0015222869071305819,-0.00830485304169517 +/- 0.00214005088235862
