,hrv_lineintegral,hrv_pct_5,hrv_max,hrv_min,hrv_svd_entropy,hrv_ptp,hrv_iqr,hrv_entropy,hrv_pct_95,hrv_energy,hrv_sum,hrv_iqr_5_95,hrv_peaks,hrv_n_above_mean,hrv_n_below_mean,hrv_skewness,hrv_kurtosis,hrv_std,hrv_n_sign_changes,hrv_perm_entropy,hrv_mean,hrv_rms
0,0.11151452282157681 +/- 0.00825143551529249,0.06144536652835412 +/- 0.004603051396749769,0.1806362378976487 +/- 0.005051724029806273,0.07458506224066397 +/- 0.0027965577103175212,0.014522821576763545 +/- 0.004444334443446631,0.0007261410788381939 +/- 0.0016543393795167185,0.006708160442600341 +/- 0.0037248224092656388,0.012828492392807811 +/- 0.0013162424834491158,0.02610650069156296 +/- 0.00490534611310896,0.058264177040110665 +/- 0.0011177890646780469,0.01853388658367916 +/- 0.00287726750521641,-0.004598893499308421 +/- 0.0025317721311183144,-0.0019363762102351245 +/- 0.0007120076169423903,-0.007745504840940498 +/- 0.0009925795362660632,0.0004495159059474396 +/- 0.0014344722346259658,0.00892116182572622 +/- 0.0020031463842268586,-0.006915629322268302 +/- 0.003409061561235462,-0.016632088520055266 +/- 0.0026848767452011197,0.0 +/- 0.0,0.0010027662517289259 +/- 0.0019890701270082792,0.010684647302904637 +/- 0.001369661294629204,-0.0010373443983402232 +/- 0.0029905599322876636
