,hrv_sum,hrv_mean,hrv_max,hrv_min,hrv_energy,hrv_n_below_mean,hrv_ptp,hrv_lineintegral,hrv_iqr,hrv_n_above_mean,hrv_svd_entropy,hrv_n_sign_changes,hrv_skewness,hrv_entropy,hrv_iqr_5_95,hrv_kurtosis,hrv_perm_entropy,hrv_std,hrv_peaks,hrv_rms,hrv_pct_5,hrv_pct_95
0,0.12996644295302015 +/- 0.00671317090977125,0.12996644295302015 +/- 0.00671317090977125,0.1103355704697987 +/- 0.005642774855264402,0.08489932885906043 +/- 0.007146942019851886,0.055637583892617457 +/- 0.005745609322368999,0.03533557046979868 +/- 0.008445516090722157,0.028288590604026866 +/- 0.008684794557268434,0.02657718120805369 +/- 0.009558517344096596,0.02067114093959733 +/- 0.007267560846379348,0.008959731543624195 +/- 0.006724902543537731,0.0026510067114094093 +/- 0.001337659827382185,0.0 +/- 0.0,-0.00154362416107382 +/- 0.0022167979281763383,-0.0029530201342281683 +/- 0.008788871843200563,-0.0031208053691275106 +/- 0.008609262978654383,-0.00463087248322146 +/- 0.0014221221543903916,-0.005335570469798645 +/- 0.0016263920558460061,-0.00604026845637583 +/- 0.007797953046055195,-0.01684563758389259 +/- 0.0054890138874073326,-0.035872483221476494 +/- 0.007538693485212678,-0.046409395973154355 +/- 0.009019357688689712,-0.09365771812080534 +/- 0.0059414928913175975
