,hrv_max,hrv_rms,hrv_energy,hrv_mean,hrv_peaks,hrv_kurtosis,hrv_iqr,hrv_perm_entropy,hrv_n_sign_changes,hrv_svd_entropy,hrv_std,hrv_n_below_mean,hrv_entropy,hrv_ptp,hrv_min,hrv_pct_5,hrv_skewness,hrv_iqr_5_95,hrv_lineintegral,hrv_n_above_mean,hrv_sum,hrv_pct_95
0,0.009166092350103416 +/- 0.002957055541409369,0.001309441764300523 +/- 0.002609799618023636,0.0030323914541695697 +/- 0.002568524487055047,-0.0038938662991040316 +/- 0.002984435344200507,-0.01474844934527909 +/- 0.001809015127278665,-0.002170916609234963 +/- 0.0016092755932233666,-0.004272915230875219 +/- 0.0032369451594258785,0.007753273604410782 +/- 0.0023985539014879137,0.0 +/- 0.0,0.01860785665058583 +/- 0.0055435086291358154,0.0003101309441764677 +/- 0.0024143437705862604,-0.0035148173673328455 +/- 0.0022107532642791686,0.0033769813921433744 +/- 0.0026188835286009627,-0.0007236388697449802 +/- 0.004078553462892571,0.0028600964851826726 +/- 0.00290377089700651,-0.011026878015161912 +/- 0.002162971030527256,-0.007615437629221178 +/- 0.002208872572093344,0.011716057891109622 +/- 0.0025878681399750074,0.003859407305306717 +/- 0.005672247648119133,-0.0008614748449344734 +/- 0.0018250258686237366,-0.00520330806340451 +/- 0.002684486106624713,0.005410062026188855 +/- 0.00483421734841159
